,section,subsection,question,section#,section_short,model,answer_given,cos_similarity,answer_ability
94,4. Definition of the test system as used in the method,4.1 Principles of the culture protocol,"Describe the test system as it is used in the test. If the generation of the test system involves differentiation steps or complex technical manipulation (e.g. formation of microtissues), this is described in 3.6. Give details on the general features/principles of the culture protocol (collagen embedding, 3D structuring, addition of mitotic inhibitors, addition of particular hormones/growth factors, etc.) of the cells that are used for the test. What is the percentage of contaminating cells; in co-cultures what is the percentage of each subpopulation? Are there subpopulations that are generally more sensitive to cytotoxicity than others, and could this influence viability measures? Is it known whether specific chemicals/chemical classes show differential cytotoxicity for the cell sub-populations used?",4.0,Test system definition,gpt-4o-mini,1.0,0.7039474707019673,high
95,4. Definition of the test system as used in the method,4.1 Principles of the culture protocol,"Describe the test system as it is used in the test. If the generation of the test system involves differentiation steps or complex technical manipulation (e.g. formation of microtissues), this is described in 3.6. Give details on the general features/principles of the culture protocol (collagen embedding, 3D structuring, addition of mitotic inhibitors, addition of particular hormones/growth factors, etc.) of the cells that are used for the test. What is the percentage of contaminating cells; in co-cultures what is the percentage of each subpopulation? Are there subpopulations that are generally more sensitive to cytotoxicity than others, and could this influence viability measures? Is it known whether specific chemicals/chemical classes show differential cytotoxicity for the cell sub-populations used?",4.0,Test system definition,gpt-5-mini,0.0,0.6833682181961045,low
96,4. Definition of the test system as used in the method,4.1 Principles of the culture protocol,"Describe the test system as it is used in the test. If the generation of the test system involves differentiation steps or complex technical manipulation (e.g. formation of microtissues), this is described in 3.6. Give details on the general features/principles of the culture protocol (collagen embedding, 3D structuring, addition of mitotic inhibitors, addition of particular hormones/growth factors, etc.) of the cells that are used for the test. What is the percentage of contaminating cells; in co-cultures what is the percentage of each subpopulation? Are there subpopulations that are generally more sensitive to cytotoxicity than others, and could this influence viability measures? Is it known whether specific chemicals/chemical classes show differential cytotoxicity for the cell sub-populations used?",4.0,Test system definition,o3-mini,1.0,0.7510543059182259,high
97,4. Definition of the test system as used in the method,4.2 Acceptance criteria for assessing the test system at its start,"What are the endpoint(s) that you use to control that your culture(s) is/are as expected at the start of toxicity testing (e.g. gene expression, staining, morphology, responses to reference chemicals, etc.)? Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Describe the (analytical) methods that you use to evaluate your culture (PCR, ATP measurement) and to measure the acceptance criteria (AC). Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: cell are > 90% viable, or > 98% of cells express marker x (e.g. AP-2), or > 80% of the cells attach, etc.",4.0,Test system definition,gpt-4.1-nano,0.125,0.1938717843569617,low
98,4. Definition of the test system as used in the method,4.2 Acceptance criteria for assessing the test system at its start,"What are the endpoint(s) that you use to control that your culture(s) is/are as expected at the start of toxicity testing (e.g. gene expression, staining, morphology, responses to reference chemicals, etc.)? Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Describe the (analytical) methods that you use to evaluate your culture (PCR, ATP measurement) and to measure the acceptance criteria (AC). Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: cell are > 90% viable, or > 98% of cells express marker x (e.g. AP-2), or > 80% of the cells attach, etc.",4.0,Test system definition,gpt-4o-mini,1.0,0.6824434924167168,high
99,4. Definition of the test system as used in the method,4.2 Acceptance criteria for assessing the test system at its start,"What are the endpoint(s) that you use to control that your culture(s) is/are as expected at the start of toxicity testing (e.g. gene expression, staining, morphology, responses to reference chemicals, etc.)? Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Describe the (analytical) methods that you use to evaluate your culture (PCR, ATP measurement) and to measure the acceptance criteria (AC). Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: cell are > 90% viable, or > 98% of cells express marker x (e.g. AP-2), or > 80% of the cells attach, etc.",4.0,Test system definition,gpt-5-mini,0.625,0.6128188135609535,medium
100,4. Definition of the test system as used in the method,4.2 Acceptance criteria for assessing the test system at its start,"What are the endpoint(s) that you use to control that your culture(s) is/are as expected at the start of toxicity testing (e.g. gene expression, staining, morphology, responses to reference chemicals, etc.)? Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Describe the (analytical) methods that you use to evaluate your culture (PCR, ATP measurement) and to measure the acceptance criteria (AC). Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: cell are > 90% viable, or > 98% of cells express marker x (e.g. AP-2), or > 80% of the cells attach, etc.",4.0,Test system definition,o3-mini,1.0,0.6939201348544753,high
101,4. Definition of the test system as used in the method,4.3 Acceptance criteria for the test system at the end of compound exposure,"Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: Usual neurite length is 50 ±15 μm; experiments with average neurite length below 25 μm in the negative controls (NC) are discarded. Usual nestin induction is 200 ±40 fold, experiments with inductions below 80-fold for NC are discarded.",4.0,Test system definition,gpt-4.1-nano,0.625,0.46205346898177946,medium
102,4. Definition of the test system as used in the method,4.3 Acceptance criteria for the test system at the end of compound exposure,"Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: Usual neurite length is 50 ±15 μm; experiments with average neurite length below 25 μm in the negative controls (NC) are discarded. Usual nestin induction is 200 ±40 fold, experiments with inductions below 80-fold for NC are discarded.",4.0,Test system definition,gpt-4o-mini,1.0,0.6760433610714158,high
103,4. Definition of the test system as used in the method,4.3 Acceptance criteria for the test system at the end of compound exposure,"Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: Usual neurite length is 50 ±15 μm; experiments with average neurite length below 25 μm in the negative controls (NC) are discarded. Usual nestin induction is 200 ±40 fold, experiments with inductions below 80-fold for NC are discarded.",4.0,Test system definition,gpt-5-mini,0.625,0.6035048368871934,medium
104,4. Definition of the test system as used in the method,4.3 Acceptance criteria for the test system at the end of compound exposure,"Describe the acceptance criteria for your test system, i.e. the quality criteria for your cells/tissues/organoids: Which endpoints do you consider to describe the cells or other source material, which parameters are important? Which values (e.g. degree of differentiation or cell density) need to be reached/should not be reached? Historical controls: How does your test system perform with regard to the acceptance criteria, e.g. when differentiation is performed 10 times, what is the average and variation of the values for the acceptance criteria parameters)? Indicate actions if the AC are not met. Examples: Usual neurite length is 50 ±15 μm; experiments with average neurite length below 25 μm in the negative controls (NC) are discarded. Usual nestin induction is 200 ±40 fold, experiments with inductions below 80-fold for NC are discarded.",4.0,Test system definition,o3-mini,1.0,0.7069682344550368,high
105,4. Definition of the test system as used in the method,4.4 Variability of the test system and troubleshooting,"Give known causes of variability for final test system state. Indicate critical consumables or batch effects (e.g. plate format and supplier, batch effects of FCS or serum replacement, additives). Indicate critical handling steps, and/or influencing factors identified (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density). Indicate positive and negative controls and their expected values, and accepted deviation within and between the test repeats. Give recommendations to increase/ensure reproducibility and performance.",4.0,Test system definition,gpt-4.1-nano,1.0,0.7205314594684419,high
106,4. Definition of the test system as used in the method,4.4 Variability of the test system and troubleshooting,"Give known causes of variability for final test system state. Indicate critical consumables or batch effects (e.g. plate format and supplier, batch effects of FCS or serum replacement, additives). Indicate critical handling steps, and/or influencing factors identified (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density). Indicate positive and negative controls and their expected values, and accepted deviation within and between the test repeats. Give recommendations to increase/ensure reproducibility and performance.",4.0,Test system definition,gpt-4o-mini,1.0,0.7089159827492317,high
107,4. Definition of the test system as used in the method,4.4 Variability of the test system and troubleshooting,"Give known causes of variability for final test system state. Indicate critical consumables or batch effects (e.g. plate format and supplier, batch effects of FCS or serum replacement, additives). Indicate critical handling steps, and/or influencing factors identified (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density). Indicate positive and negative controls and their expected values, and accepted deviation within and between the test repeats. Give recommendations to increase/ensure reproducibility and performance.",4.0,Test system definition,gpt-5-mini,0.75,0.5823251879378512,high
108,4. Definition of the test system as used in the method,4.4 Variability of the test system and troubleshooting,"Give known causes of variability for final test system state. Indicate critical consumables or batch effects (e.g. plate format and supplier, batch effects of FCS or serum replacement, additives). Indicate critical handling steps, and/or influencing factors identified (e.g. special care needed in pipetting, steps that need to be performed quickly, cell density). Indicate positive and negative controls and their expected values, and accepted deviation within and between the test repeats. Give recommendations to increase/ensure reproducibility and performance.",4.0,Test system definition,o3-mini,1.0,0.6585398166814054,high
109,4. Definition of the test system as used in the method,4.5 Metabolic capacity of the test system,What is known about endogenous metabolic capacity (CYP system (phase I); relevant conjugation reactions (phase II))? What is known about other pathways relevant to xenobiotic metabolism? What specific information is there on transporter activity?,4.0,Test system definition,gpt-4.1-nano,0.0,0.16495857009225576,low
110,4. Definition of the test system as used in the method,4.5 Metabolic capacity of the test system,What is known about endogenous metabolic capacity (CYP system (phase I); relevant conjugation reactions (phase II))? What is known about other pathways relevant to xenobiotic metabolism? What specific information is there on transporter activity?,4.0,Test system definition,gpt-4o-mini,0.0,0.1649328898316749,low
111,4. Definition of the test system as used in the method,4.5 Metabolic capacity of the test system,What is known about endogenous metabolic capacity (CYP system (phase I); relevant conjugation reactions (phase II))? What is known about other pathways relevant to xenobiotic metabolism? What specific information is there on transporter activity?,4.0,Test system definition,gpt-5-mini,0.14285714285714285,0.5103058566344708,low
112,4. Definition of the test system as used in the method,4.5 Metabolic capacity of the test system,What is known about endogenous metabolic capacity (CYP system (phase I); relevant conjugation reactions (phase II))? What is known about other pathways relevant to xenobiotic metabolism? What specific information is there on transporter activity?,4.0,Test system definition,o3-mini,1.0,0.537560860904189,high
113,4. Definition of the test system as used in the method,4.6 Omics characterization of the test system,"Are there transcriptomics data or other omics data available that describe the test system (characterization of cells without compounds)? Briefly list and describe such data. Indicate the type of data available (e.g. RNASeq or proteomics data). Refer to data file, data base or publication.",4.0,Test system definition,gpt-4.1-nano,0.5714285714285714,0.5015766164858622,medium
114,4. Definition of the test system as used in the method,4.6 Omics characterization of the test system,"Are there transcriptomics data or other omics data available that describe the test system (characterization of cells without compounds)? Briefly list and describe such data. Indicate the type of data available (e.g. RNASeq or proteomics data). Refer to data file, data base or publication.",4.0,Test system definition,gpt-4o-mini,0.7142857142857143,0.5910353414494737,high
115,4. Definition of the test system as used in the method,4.6 Omics characterization of the test system,"Are there transcriptomics data or other omics data available that describe the test system (characterization of cells without compounds)? Briefly list and describe such data. Indicate the type of data available (e.g. RNASeq or proteomics data). Refer to data file, data base or publication.",4.0,Test system definition,gpt-5-mini,1.0,0.7059096666940939,high
116,4. Definition of the test system as used in the method,4.6 Omics characterization of the test system,"Are there transcriptomics data or other omics data available that describe the test system (characterization of cells without compounds)? Briefly list and describe such data. Indicate the type of data available (e.g. RNASeq or proteomics data). Refer to data file, data base or publication.",4.0,Test system definition,o3-mini,1.0,0.8375099524552406,high
117,4. Definition of the test system as used in the method,4.7 Features of the test system that reflect the in vivo tissue,Give information on where the test system differs from the mimicked human tissue and which gaps of analogy need to be considered.,4.0,Test system definition,gpt-4.1-nano,0.0,0.09840425472500836,low
118,4. Definition of the test system as used in the method,4.7 Features of the test system that reflect the in vivo tissue,Give information on where the test system differs from the mimicked human tissue and which gaps of analogy need to be considered.,4.0,Test system definition,gpt-4o-mini,0.75,0.4528797589195004,high
119,4. Definition of the test system as used in the method,4.7 Features of the test system that reflect the in vivo tissue,Give information on where the test system differs from the mimicked human tissue and which gaps of analogy need to be considered.,4.0,Test system definition,gpt-5-mini,1.0,0.47607573131904135,high
120,4. Definition of the test system as used in the method,4.7 Features of the test system that reflect the in vivo tissue,Give information on where the test system differs from the mimicked human tissue and which gaps of analogy need to be considered.,4.0,Test system definition,o3-mini,1.0,0.6220897764466529,high
121,4. Definition of the test system as used in the method,4.8 Commercial and intellectual property rights aspects of cells,Are there elements of the test system that are protected by patents or any other means?,4.0,Test system definition,gpt-4.1-nano,0.125,0.2337614856450273,low
122,4. Definition of the test system as used in the method,4.8 Commercial and intellectual property rights aspects of cells,Are there elements of the test system that are protected by patents or any other means?,4.0,Test system definition,gpt-4o-mini,0.75,0.5491174533293572,high
123,4. Definition of the test system as used in the method,4.8 Commercial and intellectual property rights aspects of cells,Are there elements of the test system that are protected by patents or any other means?,4.0,Test system definition,gpt-5-mini,1.0,0.6040289443832759,high
124,4. Definition of the test system as used in the method,4.8 Commercial and intellectual property rights aspects of cells,Are there elements of the test system that are protected by patents or any other means?,4.0,Test system definition,o3-mini,1.0,0.5879289214034289,high
125,4. Definition of the test system as used in the method,4.9 Reference/link to the culture protocol,"Fill only if section 3 has not been answered. Provide the SOP for the general maintenance procedure as a database link. This should also include the following information: How are the cells maintained outside the experiment (basic cell propagation)? How pure is the cell population (average, e.g. 95% of iPSC cells Oct4-positive)? What are the quality control measures and acceptance criteria for each cell batch? Which number(s) passage(s) can be used in the test? Is Good Cell Culture Practice (GCCP) and/or Good In Vitro Method Practice (GIVIMP) followed? How long can same cell batches be used? How are freezing stocks and cell banks prepared? For primary cells: how are they obtained in general and what are they characterized for (and what are inclusion and exclusion criteria).",4.0,Test system definition,gpt-4.1-nano,0.0,0.24513448175327643,low
126,4. Definition of the test system as used in the method,4.9 Reference/link to the culture protocol,"Fill only if section 3 has not been answered. Provide the SOP for the general maintenance procedure as a database link. This should also include the following information: How are the cells maintained outside the experiment (basic cell propagation)? How pure is the cell population (average, e.g. 95% of iPSC cells Oct4-positive)? What are the quality control measures and acceptance criteria for each cell batch? Which number(s) passage(s) can be used in the test? Is Good Cell Culture Practice (GCCP) and/or Good In Vitro Method Practice (GIVIMP) followed? How long can same cell batches be used? How are freezing stocks and cell banks prepared? For primary cells: how are they obtained in general and what are they characterized for (and what are inclusion and exclusion criteria).",4.0,Test system definition,gpt-4o-mini,0.0,0.24498752432154464,low
127,4. Definition of the test system as used in the method,4.9 Reference/link to the culture protocol,"Fill only if section 3 has not been answered. Provide the SOP for the general maintenance procedure as a database link. This should also include the following information: How are the cells maintained outside the experiment (basic cell propagation)? How pure is the cell population (average, e.g. 95% of iPSC cells Oct4-positive)? What are the quality control measures and acceptance criteria for each cell batch? Which number(s) passage(s) can be used in the test? Is Good Cell Culture Practice (GCCP) and/or Good In Vitro Method Practice (GIVIMP) followed? How long can same cell batches be used? How are freezing stocks and cell banks prepared? For primary cells: how are they obtained in general and what are they characterized for (and what are inclusion and exclusion criteria).",4.0,Test system definition,gpt-5-mini,0.125,0.6106308784774662,low
128,4. Definition of the test system as used in the method,4.9 Reference/link to the culture protocol,"Fill only if section 3 has not been answered. Provide the SOP for the general maintenance procedure as a database link. This should also include the following information: How are the cells maintained outside the experiment (basic cell propagation)? How pure is the cell population (average, e.g. 95% of iPSC cells Oct4-positive)? What are the quality control measures and acceptance criteria for each cell batch? Which number(s) passage(s) can be used in the test? Is Good Cell Culture Practice (GCCP) and/or Good In Vitro Method Practice (GIVIMP) followed? How long can same cell batches be used? How are freezing stocks and cell banks prepared? For primary cells: how are they obtained in general and what are they characterized for (and what are inclusion and exclusion criteria).",4.0,Test system definition,o3-mini,1.0,0.6092576154625221,high
129,5. Test method exposure scheme and endpoints,5.1 Exposure scheme for toxicity testing,"Provide an exposure scheme (graphically, show timelines, addition of medium supplements and compounds, sampling, etc.), within the context of the overall cell culture scheme (e.g. freshly re-plated cells or confluent cells at start, certain coatings, etc.). Include medium changes, cell re-plating, whether compounds are re-added in cases of medium change, critical medium supplements, etc.",5.0,Exposure & endpoints,gpt-4.1-nano,1.0,0.7809712311715721,high
130,5. Test method exposure scheme and endpoints,5.1 Exposure scheme for toxicity testing,"Provide an exposure scheme (graphically, show timelines, addition of medium supplements and compounds, sampling, etc.), within the context of the overall cell culture scheme (e.g. freshly re-plated cells or confluent cells at start, certain coatings, etc.). Include medium changes, cell re-plating, whether compounds are re-added in cases of medium change, critical medium supplements, etc.",5.0,Exposure & endpoints,gpt-4o-mini,0.0,0.1355803012322759,low
131,5. Test method exposure scheme and endpoints,5.1 Exposure scheme for toxicity testing,"Provide an exposure scheme (graphically, show timelines, addition of medium supplements and compounds, sampling, etc.), within the context of the overall cell culture scheme (e.g. freshly re-plated cells or confluent cells at start, certain coatings, etc.). Include medium changes, cell re-plating, whether compounds are re-added in cases of medium change, critical medium supplements, etc.",5.0,Exposure & endpoints,gpt-5-mini,0.875,0.7294448348236933,high
132,5. Test method exposure scheme and endpoints,5.1 Exposure scheme for toxicity testing,"Provide an exposure scheme (graphically, show timelines, addition of medium supplements and compounds, sampling, etc.), within the context of the overall cell culture scheme (e.g. freshly re-plated cells or confluent cells at start, certain coatings, etc.). Include medium changes, cell re-plating, whether compounds are re-added in cases of medium change, critical medium supplements, etc.",5.0,Exposure & endpoints,o3-mini,1.0,0.7746472867414925,high
133,5. Test method exposure scheme and endpoints,5.2 Endpoint(s) of the test method,"Define the specific endpoint(s) of the test system that you use for toxicity testing (e.g. cytotoxicity, cell migration, etc.). Indicate whether cytotoxicity is the primary endpoint. What are secondary/further endpoints? Also describe here potential reference/normalization endpoints (e.g. cytotoxicity, protein content, housekeeping gene expression) that are used for normalization of the primary endpoint.",5.0,Exposure & endpoints,gpt-4.1-nano,1.0,0.77285560018439,high
134,5. Test method exposure scheme and endpoints,5.2 Endpoint(s) of the test method,"Define the specific endpoint(s) of the test system that you use for toxicity testing (e.g. cytotoxicity, cell migration, etc.). Indicate whether cytotoxicity is the primary endpoint. What are secondary/further endpoints? Also describe here potential reference/normalization endpoints (e.g. cytotoxicity, protein content, housekeeping gene expression) that are used for normalization of the primary endpoint.",5.0,Exposure & endpoints,gpt-4o-mini,1.0,0.7636235502331887,high
135,5. Test method exposure scheme and endpoints,5.2 Endpoint(s) of the test method,"Define the specific endpoint(s) of the test system that you use for toxicity testing (e.g. cytotoxicity, cell migration, etc.). Indicate whether cytotoxicity is the primary endpoint. What are secondary/further endpoints? Also describe here potential reference/normalization endpoints (e.g. cytotoxicity, protein content, housekeeping gene expression) that are used for normalization of the primary endpoint.",5.0,Exposure & endpoints,gpt-5-mini,0.75,0.7103126412662888,high
136,5. Test method exposure scheme and endpoints,5.2 Endpoint(s) of the test method,"Define the specific endpoint(s) of the test system that you use for toxicity testing (e.g. cytotoxicity, cell migration, etc.). Indicate whether cytotoxicity is the primary endpoint. What are secondary/further endpoints? Also describe here potential reference/normalization endpoints (e.g. cytotoxicity, protein content, housekeeping gene expression) that are used for normalization of the primary endpoint.",5.0,Exposure & endpoints,o3-mini,1.0,0.7349923827738266,high
137,5. Test method exposure scheme and endpoints,5.3 Overview of analytical method(s) to assess test endpoint(s),"Define and describe the principle(s) of the analytical methods used. Provide here a general overview of the method’s key steps (e.g. cells are fixed or not, homogenized sample or not, etc.), sufficient for reviewers/regulators to understand what was done, but not in all detail for direct repetition. If you have two or more endpoints (e.g. viability and neurite outgrowth), do you measure both in the same well, under same conditions in parallel, or independently of each other? For imaging endpoints: Explain in general how quantification algorithm or how semi-quantitative estimates are obtained and how many cells are imaged (roughly).",5.0,Exposure & endpoints,gpt-4.1-nano,1.0,0.7632307025509935,high
138,5. Test method exposure scheme and endpoints,5.3 Overview of analytical method(s) to assess test endpoint(s),"Define and describe the principle(s) of the analytical methods used. Provide here a general overview of the method’s key steps (e.g. cells are fixed or not, homogenized sample or not, etc.), sufficient for reviewers/regulators to understand what was done, but not in all detail for direct repetition. If you have two or more endpoints (e.g. viability and neurite outgrowth), do you measure both in the same well, under same conditions in parallel, or independently of each other? For imaging endpoints: Explain in general how quantification algorithm or how semi-quantitative estimates are obtained and how many cells are imaged (roughly).",5.0,Exposure & endpoints,gpt-4o-mini,1.0,0.7253514793390485,high
139,5. Test method exposure scheme and endpoints,5.3 Overview of analytical method(s) to assess test endpoint(s),"Define and describe the principle(s) of the analytical methods used. Provide here a general overview of the method’s key steps (e.g. cells are fixed or not, homogenized sample or not, etc.), sufficient for reviewers/regulators to understand what was done, but not in all detail for direct repetition. If you have two or more endpoints (e.g. viability and neurite outgrowth), do you measure both in the same well, under same conditions in parallel, or independently of each other? For imaging endpoints: Explain in general how quantification algorithm or how semi-quantitative estimates are obtained and how many cells are imaged (roughly).",5.0,Exposure & endpoints,gpt-5-mini,0.875,0.7228729478952374,high
140,5. Test method exposure scheme and endpoints,5.3 Overview of analytical method(s) to assess test endpoint(s),"Define and describe the principle(s) of the analytical methods used. Provide here a general overview of the method’s key steps (e.g. cells are fixed or not, homogenized sample or not, etc.), sufficient for reviewers/regulators to understand what was done, but not in all detail for direct repetition. If you have two or more endpoints (e.g. viability and neurite outgrowth), do you measure both in the same well, under same conditions in parallel, or independently of each other? For imaging endpoints: Explain in general how quantification algorithm or how semi-quantitative estimates are obtained and how many cells are imaged (roughly).",5.0,Exposure & endpoints,o3-mini,1.0,0.7487468742004151,high
141,5. Test method exposure scheme and endpoints,5.4 Technical details (of e.g. endpoint measurements),"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",5.0,Exposure & endpoints,gpt-4.1-nano,0.5,0.49963628966521556,medium
142,5. Test method exposure scheme and endpoints,5.4 Technical details (of e.g. endpoint measurements),"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",5.0,Exposure & endpoints,gpt-4o-mini,0.6666666666666666,0.5531868195764653,medium
143,5. Test method exposure scheme and endpoints,5.4 Technical details (of e.g. endpoint measurements),"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",5.0,Exposure & endpoints,gpt-5-mini,0.3333333333333333,0.657805825137465,low
144,5. Test method exposure scheme and endpoints,5.4 Technical details (of e.g. endpoint measurements),"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",5.0,Exposure & endpoints,o3-mini,1.0,0.7077002761006915,high
145,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",5.0,Exposure & endpoints,gpt-4.1-nano,0.14285714285714285,0.19799195577860668,low
146,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",5.0,Exposure & endpoints,gpt-4o-mini,0.5714285714285714,0.44184814640373377,medium
147,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",5.0,Exposure & endpoints,gpt-5-mini,0.7142857142857143,0.639345506214454,high
148,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",5.0,Exposure & endpoints,o3-mini,1.0,0.741285177725415,high
149,5. Test method exposure scheme and endpoints,5.6 Positive controls,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,5.0,Exposure & endpoints,gpt-4.1-nano,1.0,0.6921777950529373,high
150,5. Test method exposure scheme and endpoints,5.6 Positive controls,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,5.0,Exposure & endpoints,gpt-4o-mini,0.8333333333333334,0.5598586752195874,high
151,5. Test method exposure scheme and endpoints,5.6 Positive controls,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,5.0,Exposure & endpoints,gpt-5-mini,0.16666666666666666,0.6199909227535092,low
152,5. Test method exposure scheme and endpoints,5.6 Positive controls,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,5.0,Exposure & endpoints,o3-mini,1.0,0.6808525748364573,high
153,5. Test method exposure scheme and endpoints,5.7 Negative and unspecific controls,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",5.0,Exposure & endpoints,gpt-4.1-nano,1.0,0.7599228260733578,high
154,5. Test method exposure scheme and endpoints,5.7 Negative and unspecific controls,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",5.0,Exposure & endpoints,gpt-4o-mini,0.75,0.732517876912136,high
